_orig_id	title	lang_meta_detected	Structural_length	Structural_completeness	Structural_noise	Structural_formatting	Structural_Total_Raw	Structural_Score_0_25	Semantic_clarity	Semantic_usefulness	Semantic_information_density	Semantic_consistency	Semantic_Total_Raw	Semantic_Score_0_25	Domain_term_density	Domain_in_title	Domain_in_keywords	Domain_consistency	Domain_Total_Raw	Domain_Score_0_25	Domain_terms_in_title	Domain_terms_in_content	Domain_terms_in_keywords	Functional_BM25_readiness	Functional_embedding_readiness	Functional_RAG_readiness	Functional_keyword_indexability	Functional_Total_Raw	Functional_Score_0_25	Functional_keywords_in_content	Total_Quality_0_100	Notes
66cee55445168fd6c4c82cb2	MOVING Project - Vulnerability and resilience of the viticultural sector in the mountain areas	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	3	0	4	5			soil	0.0	2	0	1	3.0	4		38	
66d1ccd47001a061fd326fbf	Role of multi-species swards in delivering ecosystem services | Result Videos	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
66d1cd3a292138e1f49af625	Overseeding and slot seeding | Result Videos	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
684183a5e3352e0916cd6228	Complex System for Valorization of Beekeeping By-Products for Obtaining Bioactive Powder - Biopowder	en	1	5	4	5	15	19	5	1	5	4	15	19	0	1	1	0	2	2				2.5	5	0	5	12.5	16	bioactive;byproducts;powder	56	
65f9aa93137e1cd60be198c7	Ammonia emission capture from the pig livestock as a circular solution from the OG Gas_Loop activities	en	1	5	5	1	12	15	4	1	5	0	10	12	0	3	3	0	6	8	livestock		livestock	0.0	2	0	1	3.0	4		39	
67a4a759105c91a57d9ffe20	Good Practice of FAIRshare: User-Centred Design for Diversity	en	1	5	5	1	12	15	5	2	5	0	12	15	0	1	1	0	2	2				0.0	2	0	1	3.0	4		36	
6716b849aac3c7a5580d8543	How Can I Detect Mantitis?	en	3	5	3	5	16	20	5	2	5	1	13	16	4	1	3	1	9	11		mastitis;milk;udder	cow	1.0	3	0	3	7.0	9	infection	56	
65a671b0d7c24297492b58a9	COOPID infographic – Livestock sector	en	5	5	4	5	19	24	5	2	5	1	13	16	3	3	3	3	12	15	livestock	crop;crops;fertilizer;livestock;manure	livestock	2.0	3	2	5	12.0	15	bioeconomy;biogas;livestock	70	
6716b61baac3c7a5580d8436	Lessons from New Zealand Sheep Production	en	5	5	5	1	16	20	1	1	5	1	8	10	2	1	1	1	5	6		grazing		2.0	3	0	5	10.0	12	innovations;production;sheep	48	
6716b7e1aac3c7a5580d8519	Effect of Silage Feed Value on Concentrate Requirement during Late Pregnancy	en	3	5	5	1	14	18	3	1	5	2	11	14	3	3	3	3	12	15	silage	silage	silage	2.0	3	0	5	10.0	12	concentrate;lambing;pregnancy;silage	59	
6716b888aac3c7a5580d855d	How can your Farm Data Work for you?	en	1	5	4	5	15	19	5	2	5	2	14	18	2	1	5	1	9	11		animal	animal;dairy	0.0	3	0	5	8.0	10	animal;data;farm	58	
687f85a84ac5ce725ad82c37	DRYAD Roll-up	en	5	5	5	4	19	24	5	1	5	1	12	15	0	1	1	0	2	2				2.0	3	0	5	10.0	12	dryad;ecosystems;mediterranean;naturebased;solutions	53	
687df08b4ac5ce725ad81da4	LEGUMINOSE infographic: The effect of legume–cereal intercropping on the rhizobiome	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	5	0	6	8			soil	0.0	2	0	1	3.0	4		41	
6716b8d6209cd9bd370e5f2a	Milk as a Management Tool?	en	5	5	3	4	17	21	5	1	5	1	12	15	5	3	5	3	16	20	milk	calves;cow;mastitis;milk;veterinary	dairy;milk	2.0	3	0	5	10.0	12	management;milk;tool	68	
6716b8ef209cd9bd370e5f42	Why should I use an Automatic Calf Feeding System?	en	3	5	3	5	16	20	5	1	5	2	13	16	3	3	5	3	14	18	calf	calf	calf	1.0	3	0	5	9.0	11	automatic;calf;feeding;system	65	
67604593585b049643b041bb	Red de Espacios Test Agrarios (RETA), resultados del proyecto del grupo operativo RETA	es	1	5	5	3	14	18	5	1	5	1	12	15	0	1	1	0	2	2				0.0	3	0	1	4.0	5		40	Detected non-EN metadata language: es
67befe437e17de31ed8ac1d8	Ficha del GO INKING sobre el melocotón, Causas y soluciones	es	5	5	3	5	18	22	1	1	5	2	9	11	2	1	1	1	5	6		animal		2.5	3	3	5	13.5	17	abono;agraria;de;defecto;dream;fisiopatía;fruta;hueso;madurez;producción;riego;ryan;sun;sweet;variedades	56	Detected non-EN metadata language: es
67e4376dbe0d99d6c257b243	Newsletter 4 del Grupo Operativo Tuber Label, actividad final de proyecto innovador sobre la trufa negra	es	5	5	1	5	16	20	1	1	5	1	8	10	0	1	1	0	2	2				2.0	2	2	5	11.0	14	actividades;alimentaria;bosque;calidad;comercialización;gastronomía;innovación;jornada;melanosporum;mesa;negra;resultados;seminario;sostenibilidad;trazabilidad;trufa;tuber	46	Detected non-EN metadata language: es
6776735ef99a3bf65ecefa47	Practice abstract del GO MADERA de CONSTRUCCIÓN SOSTENIBLE, Herramienta inteligente para la selección de productos de madera destinados a la construcción	en	5	5	2	1	13	16	1	1	5	2	9	11	0	1	1	0	2	2				2.0	3	3	5	13.0	16	building;buildings;construction;industry;intelligent;products;selection;sustainable;tool;wood	45	
67b1b73ec39e5e02d7ed7bab	Grupo Operativo Cereal Agua - Entrevista a Carlos Marcos Primo, de Confederación Hidrográfica del Duero	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67b1b574c39e5e02d7ed7932	Grupo Operativo Cereal Agua - Entrevista a José Mora Jordano, del INGEMA Real Jardín Botánico de Córdoba	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67b1b2b5c39e5e02d7ed75cc	Entrevista a José Martínez Fernández de la Universidad de Salamanca, miembro del GO Cereal Agua	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67c7109005c5a5fadf7b195b	Programa de Radio de la Despensa de Radio Nacional de España sobre el GO TOMPRINT que pretende identificar y gestionar el impacto ambiental producido por el tomate de industria	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67b1b02277075a43784b8717	Entrevista al coordinador del GO Cereal Agua: Federico Julián Fuentes	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Detected non-EN metadata language: es
67729154b191c0a36efe6b22	VIDEO del Grupo Operativo VITICAST que muestra una presentación sobre los trabajos del proyecto para mejorar la gestión de enfermedades fúngicas en el viñedo	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Detected non-EN metadata language: es
673f3abad1d7dd817126b2b6	Vídeo del grupo operativo APWaste, degradación de agroplásticos mediante insectos y microorganismos	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Detected non-EN metadata language: es
673f3d403d6dd1ddb0f864d9	Vídeo del proyecto del GO AGUACAVALUE, revalorización de los subproductos del aguacate para otros usos alternativos	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Detected non-EN metadata language: es
673f48d7026829d6bab4c9e5	Vídeo del Grupo Operativo VITINNAT, soluciones innovadoras y sostenibles sobre las enfermedades en la viña	en	1	5	5	1	12	15	4	2	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
674039ae026829d6bab53825	Vídeo del Grupo Operativo SUBALMA, herramientas innovadoras para aprovechar el subproducto líquido de las almazaras como fertilizante a través del riego de precisión en los olivares	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	3	0	4	5			fertiliser	0.0	2	0	1	3.0	4		38	
673f46dcf4eb35c83086da43	Vídeo del Grupo Operativo INNOWATER para modernizar el regadío en árboles frutales mediante nuevas tecnologías	en	1	5	5	1	12	15	5	3	5	0	13	16	0	1	1	0	2	2				0.0	2	0	1	3.0	4		37	
67403afe026829d6bab538d3	Vídeo del proyecto del GO SMARTOM Plataforma integral para el cultivo del tomate de industria	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	3	0	4	5			crops	0.0	2	0	1	3.0	4		36	Detected non-EN metadata language: es
673f3ef43d6dd1ddb0f865f7	Vídeo del Grupo Operativo INNOEXTRACT, protocolos innovadores para la obtención de compuestos derivados de los subproductos agrarios	es	1	5	5	1	12	15	4	1	5	1	11	14	0	1	1	0	2	2				0.0	3	0	1	4.0	5		36	Detected non-EN metadata language: es
67f9642845a74991cb294f04	Mesa de la propiedad, creación del GO PROMINIFUN	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67fcad8045a74991cb298be9	Estructura de la propiedad rústica en España	es	1	5	5	1	12	15	4	1	5	1	11	14	0	1	1	0	2	2				0.0	3	0	1	4.0	5		36	Detected non-EN metadata language: es
67b0a57b893e5fff4f01e2cb	Infografía con el estado actual de los Espacios Test Agrarios en España, GO RETA	es	5	5	4	4	18	22	4	1	5	2	12	15	0	1	1	0	2	2				2.0	3	0	5	10.0	12	agrarios;espacios;test	51	Detected non-EN metadata language: es
67779840b191c0a36e02144a	Infografía del Grupo Operativo Fitoscerezo, disponibilidad de fitosanitarios y estrategias de control integrado en cerezo	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67fa1ddde1bd15b86caedbcd	Modelización para ver la aptitud de las especies arbóreas en determinados lugares del territorio	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Detected non-EN metadata language: es
67ab8133105c91a57da6bad7	La Red de Espacios Test Agrarios (RETA): una apuesta por el relevo generacional	es	5	5	2	5	17	21	1	1	3	2	7	9	0	1	1	0	2	2				2.5	3	2	5	12.5	16	agrarios;desarrollo;dinamización;espacios;generacional;innovación;red;relevo;rural;social;test	48	Detected non-EN metadata language: es
67f4d1a75585dd607261133b	Gráfico explicativo del proyecto innovador del GO SMARTOM	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Detected non-EN metadata language: es
67f6b8d0e1bd15b86cae98fc	Infografía del GO PROMINIFUN, objetivo general del proyecto innovador sobre el minifundio	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Detected non-EN metadata language: es
67f90766e1bd15b86caec234	Infografía con los principales actores del rastro/rostro de la tierra,	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67e3f8840d15cf76679d560b	Cena marinada con trufa negra en Casa Silvano, Grupo Operativo Tuber Label	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67ae36d3893e5fff4ffce0db	¿Cómo afrontamos los costes energéticos en el sector avícola?	es	5	5	4	5	19	24	1	1	5	3	10	12	0	1	1	0	2	2				2.5	4	3	5	14.5	18	avícola;costes;de;deyecciones;energía;producción;sector	56	Detected non-EN metadata language: es
67e3bd1d213290a3beedf3db	Panel informativo sobre especies de trufas en la cocina, continuación	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67e3f6413ecd19d1b31f405d	Menú 1 de la cena marinada con trufa negra del GO Tuber Label	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67d6ff8aee549c7cd2f70f3c	GO WOODEX, País Vasco: Ensayos de variabilidad dimensional con madera de Pinus radiata	es	1	5	5	5	16	20	5	2	5	1	13	16	0	1	1	0	2	2				0.0	3	0	3	6.0	8	madera	46	Detected non-EN metadata language: es
67e3cabc748a6c58a9b485de	Panel informativo sobre las actividades divulgativas promovidas por el Grupo Operativo Tuber Label	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Detected non-EN metadata language: es
673f1fd13f8a976023486d2e	ClearFarm Co-designed Welfare Monitoring Platform for Pig and Dairy Cattle	en	1	5	5	3	14	18	5	1	5	0	11	14	0	3	5	0	8	10	dairy		animal;dairy;livestock	0.0	2	0	1	3.0	4		46	
67f6bd52e1bd15b86cae9928	Infografía sobre el GO PROMINIFUN, analizando el caso de estudio sobre la regresión de la productividad en el territorio	es	1	5	5	1	12	15	4	1	5	0	10	12	0	1	1	0	2	2				0.0	2	0	1	3.0	4		33	Detected non-EN metadata language: es
6895947599d6cb1e864d5f63	Bosque Modelo Palencia y el grupo operativo FungiGO buscan un modelo de negocio inclusivo basado en las setas	es	5	5	4	5	19	24	4	1	5	2	12	15	0	1	1	0	2	2				2.5	3	2	5	12.5	16	bosque;desarrollo;inclusión;modelo;rural;setas;social	57	Detected non-EN metadata language: es
67e3260f7caa9250f5fb3e0b	Panel informativo sobre el perfil del consumidor de trufa negra	es	1	5	5	1	12	15	5	1	5	1	12	15	0	1	1	0	2	2				0.0	3	0	1	4.0	5		37	Detected non-EN metadata language: es
67fa2290e1bd15b86caedc4d	Iniciativas del GO PROMINIFUN para aumentar el valor de la propiedad forestal	es	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: es
67d2dda7485e107c290ed8b5	Teeltfiche gele mosterd	nl	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	Detected non-EN metadata language: nl
683f047ee3352e0916cd188a	Naar een waarschuwingssysteem 2.0 in prei en kolen	nl	5	5	5	5	20	25	5	1	5	1	12	15	0	1	3	0	4	5			crop	2.0	3	2	5	12.0	15	ipm;kolen;prei	60	Detected non-EN metadata language: nl
687041d0daff72a695637497	Tweespan - Lokale bioeiwitketen vanuit Tweespan Biograno-La Vie est Belle	nl	3	5	5	4	17	21	5	1	5	3	14	18	2	1	1	1	5	6		crops		1.5	4	0	5	10.5	13	bedrijven;biologisch;business;duurzame;eiwithoudende;f2b;farmer;foodservice;gewassen;lokale;samenwerking	58	Detected non-EN metadata language: nl
67d2dbe1485e107c290ed893	Rendabiliteitsanalyse gele mosterd	nl	1	5	5	1	12	15	5	1	5	0	11	14	0	1	3	0	4	5			crop	0.0	2	0	1	3.0	4		38	Detected non-EN metadata language: nl
68703fe38811632f7cf20309	NH3 Optimaal: Verbeteren van het saldo bij gelijke ammoniak belasting	nl	5	5	5	3	18	22	5	1	5	3	14	18	2	1	1	1	5	6		dairy		3.0	4	2	5	14.0	18	ammoniakbelasting;ammoniakemissie;bedrijfssaldo;benchmarkingtool;economische;kengetal;keuzes;kg;kpisysteem;melkveebedrijven;nh3;per;saldo	64	Detected non-EN metadata language: nl
67812981639b54b77498f8b3	Waterketen	af	5	5	5	5	20	25	4	1	5	1	11	14	0	1	1	0	2	2				2.0	3	2	5	12.0	15	water	56	Detected non-EN metadata language: af
65f8134d2510a16ec2047dd0	OG RENURE: Agronomic performance of manure-derived ammonium salts as RENURE fertilisers	en	5	5	2	5	17	21	4	1	5	1	11	14	0	1	3	0	4	5			fertiliser	2.0	3	2	4	11.0	14	scrubbing;stripping	54	
684febf4f04c3dd10fa46abd	Fruitful collaboration on your farm	en	1	5	2	5	13	16	1	1	2	1	5	6	0	1	1	0	2	2				0.0	2	0	5	7.0	9	bedrijfsontwikkeling;boerderij;samenwerken	33	
68703fd4daff72a695637410	Variabele aardappelpoten voor hogere opbrengst en pootgoedkost	nl	5	5	5	5	20	25	5	1	5	3	14	18	0	1	1	0	2	2				2.5	4	2	5	13.5	17	aardappelen;densiteit;groeiseizoen;nutriënten;opbrengst;plantafstand;pootafstand;poten;rijpaden;variabel	62	Detected non-EN metadata language: nl
66018e0c1835ca2c51a1acc8	OG_Pocketboer II: Nieuwsartikels	en	5	5	4	5	19	24	5	1	5	1	12	15	0	1	1	0	2	2				2.0	3	2	4	11.0	14	biogas;pocket	55	
67d2ea94e79e26700c197aaa	A2A2 melk, niche of marktopportuniteit?	nl	3	5	2	5	15	19	1	1	5	1	8	10	2	1	5	1	9	11		animal;cow;cows;dairy;milk	cows;milk	2.0	3	0	5	10.0	12	a2a2;betacasein;cows;jersey;lactose;milk;protein	52	Detected non-EN metadata language: nl
687042b88811632f7cf203ba	Stemphystress - Zwartvruchtrot beheersen = meer dan alleen maar fungicidenbehandelingen?	nl	3	5	5	5	18	22	5	1	5	4	15	19	2	1	1	1	5	6		fungicide		2.0	5	0	5	12.0	15	beheersingsschemas;bodem;chemische;evenwicht;gevoeligheid;gewasbeschermingsmiddelen;herstellen;microbieel;perenpercelen;rendabiliteit;samenwerking;stemphyliumpopulatie;stressfactoren;telers;zwartvruchtrot	62	Detected non-EN metadata language: nl
683f0d77ad0aaa69190ba375	Technische fiche van de ISARIA – FRITZMEIER & CROPXPLORER techniek	nl	5	5	3	5	18	22	4	1	5	1	11	14	2	1	1	1	5	6		crop		2.0	3	2	5	12.0	15	biomassa;kunstmeststrooier;realtime;stikstofbehoefte;veldspuit	57	Detected non-EN metadata language: nl
683efcade3352e0916cd17e1	Procesoptimalisatie bij witloofteelt	nl	5	5	4	5	19	24	1	1	4	1	7	9	0	1	1	0	2	2				2.0	3	2	5	12.0	15	brown;lean;paper;witloof	50	Detected non-EN metadata language: nl
6716a9fdaac3c7a5580d7de9	FERTINNOWA's technologie database!	en	5	5	4	5	19	24	5	1	5	1	12	15	0	1	1	0	2	2				2.0	3	2	3	10.0	12	database	53	
65f976e8137e1cd60be193df	OG_Pocketboer II: Tips & tricks van en voor pocketboeren	en	5	5	4	5	19	24	3	1	5	1	10	12	0	1	1	0	2	2				2.0	3	2	3	10.0	12	biogas	50	
68703e41daff72a695637398	Fijnstofafvang door stadsbomen: effectieve soorten in Vlaamse stedelijke omgevingen	nl	5	5	5	5	20	25	5	1	5	3	14	18	0	1	1	0	2	2				2.5	4	2	5	13.5	17	bladkarakteristieken;bladvorm;de;depositiesnelheid;effectieve;fijnstofafvang;groen;hitteeilandeffect;luchtverontreiniging;sierheestersbomen;stad;stedelijk;verstedelijking;vlaanderen	62	Detected non-EN metadata language: nl
687041c8daff72a695637495	Implementatie van Controlled Traffic Farming (CTF) op middelgrote biologische boerderijen: een SWOT-analyse en implementatieplan.	nl	5	5	5	5	20	25	5	1	5	3	14	18	0	1	1	0	2	2				2.5	4	2	5	13.5	17	biologische;bodem;boerderijniveau;compactie;controlled;ctf;ctfimplementatieplan;de;en;farming;implementatie;landbouw;onderzoek;ontwikkeling;op;rijpaden;swotanalyse;traffic;van;vaste	62	Detected non-EN metadata language: nl
68703e328811632f7cf20293	Verbetering van Rassenonderzoek en Vernieuwing in de Fruitteelt	nl	5	5	5	4	19	24	5	1	5	3	14	18	0	1	1	0	2	2				2.5	4	2	5	13.5	17	commerciële;communicatie;en;evaluaties;fruitteelt;klantgerichtheid;nichemarkten;rassenonderzoek;rassenvernieuwing;rendabiliteit;technische;transparante;variëteiten	61	Detected non-EN metadata language: nl
684fecd30eb936885f93d776	Soybean and methane reduction in organic ruminants?	en	5	5	5	5	20	25	5	1	4	1	11	14	2	1	1	1	5	6		dairy		2.0	3	2	5	12.0	15	biologische;emissie;klimrek;melkveebedrijven;methaan;rantsoenveranderingen;tool	60	
687041d78811632f7cf20392	Vlaamse Eiwitboeren	nl	3	5	5	1	14	18	4	1	5	1	11	14	0	1	1	0	2	2				1.0	3	0	5	9.0	11	geen;het;van	45	Detected non-EN metadata language: nl
68703feb497da684268dac76	BeBoB - Beheersing van Bodemplagen in Beschermde Bladgewassen	nl	5	5	5	5	20	25	5	1	5	3	14	18	2	1	1	1	5	6		crops;soil		2.5	4	0	5	11.5	14	bestrijders;biologische;bodemplagen;compostbemesting;gewasbeschermingsstrategie;geïntegreerde;ipm;kostenbatenanalyse;monitoring;plaagbiologie;springstaarten;tweevleugeligen;varenrouwmuggen	63	Detected non-EN metadata language: nl
660196c4b1522f5a27c7b295	Kleinschalige vergisting - Mogelijkheden en kansen voor de landbouw	nl	1	5	0	5	11	14	1	1	2	1	5	6	2	1	1	1	5	6		manure		0.0	2	1	5	8.0	10	anaerobic;biogas;digestate;digestion;pocket	36	Detected non-EN metadata language: nl
671f8705bbe71983a021c3dd	Valorisatie serreloof composteren	nl	1	5	5	1	12	15	3	1	5	0	9	11	0	1	1	0	2	2				0.0	2	0	1	3.0	4		32	Detected non-EN metadata language: nl
66704977eae64a688c6e520a	PocketPower: Webinar kleinschalige vergisting - groentesector 2020	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
6627218209ab01702bcaae5a	PocketPower: Webinar kleinschalige vergisting - varkenssector 2020	en	1	5	5	1	12	15	5	1	5	0	11	14	0	1	1	0	2	2				0.0	2	0	1	3.0	4		35	
660e6b46c1ef7c16f625058a	OG_Grass2Algae: valorisation of grass juice for growing microalgae as an additional source of income for farmers	en	1	5	5	1	12	15	4	1	5	0	10	12	0	1	3	0	4	5			fertiliser	0.0	2	0	1	3.0	4		36	
67dadb54742225748a71a026	Grass-corn systems with high protein autonomy: it’s possible.	en	5	5	3	3	16	20	1	1	5	1	8	10	0	1	1	0	2	2				2.0	3	2	5	12.0	15	de;la;loire;pays;protein;terunic	47	
67ee43c96bf3ffbacd53afb2	Nitrogen inputs for the pasture	en	5	5	3	5	18	22	1	1	5	0	7	9	0	3	5	0	8	10	pasture		pasture;soil	2.0	2	2	1	7.0	9		50	
67dc3bfb8da88c36dae4031b	Poster Presentation of the FRUGAL Project - Urban Forms and Food Governance	en	5	5	3	5	18	22	1	1	5	1	8	10	0	1	1	0	2	2				2.0	3	2	3	10.0	12	frugal	46	
679a514a2d903ab30c8f0a52	Recherche d’indicateurs de résilience des troupeaux laitiers	fr	5	5	4	5	19	24	1	1	5	1	8	10	0	1	1	0	2	2				2.0	3	2	5	12.0	15	indicateurs;lactation;laitière;production;résilience;vache	51	Detected non-EN metadata language: fr
67e67e61d6084bce00c2ed72	Food Short Circuits: Tools for Better Action - Practical guide for development agents	en	1	5	0	5	11	14	1	1	1	1	4	5	0	1	1	0	2	2				0.0	2	2	5	9.0	11	action;agents;circuits;food;local;marketing	32	
67dc39d08da88c36dae402e6	Presentation of the FRUGAL project - Urban Forms and Food Governance	en	5	5	3	5	18	22	1	1	5	1	8	10	0	1	1	0	2	2				2.0	3	2	3	10.0	12	frugal	46	
67e1367a0eaf15c54c2e5173	Produce drought-resistant annual forages	en	5	5	3	5	18	22	1	1	4	0	6	8	0	1	1	0	2	2				2.0	2	2	1	7.0	9		41	
67eea44daa46108e2c765507	Producing forage: at what cost?	en	5	5	4	5	19	24	1	1	5	0	7	9	0	1	3	0	4	5			pasture	2.0	2	2	1	7.0	9		47	
67d7f6b9a11283a97a293e84	Grazing Year-Round: Is It Possible? Summary of 3 Years of Monitoring 2019-2021	en	3	5	3	3	14	18	1	1	4	1	7	9	2	3	5	1	11	14	grazing	rumen	grazing;milk	1.0	3	1	1	6.0	8		49	
67c8629c05c5a5fadf7b3487	Advantages and disadvantages of integrating Conservation Agriculture techniques in vegetable crops	en	5	5	3	4	17	21	1	1	5	1	8	10	0	3	5	0	8	10	crops		crops;soil	2.0	3	2	5	12.0	15	conservation;techniques	56	
67cec84f8c2025d4194644e2	Mixed Grazing : Horses and Cattle	en	5	5	4	5	19	24	1	1	5	0	7	9	2	3	3	1	9	11	grazing	rumen	grazing	2.0	2	2	1	7.0	9		53	
67dc380e8da88c36dae402cc	Urban forms and food governance	en	1	5	2	5	13	16	1	2	4	1	8	10	0	1	1	0	2	2				0.0	3	2	4	9.0	11	caen;distribution	39	
6716c901209cd9bd370e62f2	Policy Brief 'Communication'	en	5	5	4	5	19	24	1	2	5	1	9	11	0	1	1	0	2	2				2.0	3	3	5	13.0	16	communication;productivity;sheep	53	
67ee9ed06bf3ffbacd53ba6d	Optimizing the diet with haylage	en	5	5	4	5	19	24	1	1	5	1	8	10	0	1	1	0	2	2				2.0	3	2	1	8.0	10		46	
67dbce0e22ae452a2bf074bc	Presentation of the Terunic Project	en	5	5	3	1	14	18	1	1	5	1	8	10	0	1	1	0	2	2				2.0	3	2	4	11.0	14	protein;terunic	44	
67ee497f6bf3ffbacd53b086	How to perform a fecal examination?	en	5	5	4	5	19	24	1	2	5	1	9	11	2	1	5	1	9	11		lame	manure	2.0	3	2	1	8.0	10		56	
67d00a92d2f3ec5aa09a1c9c	Producing winter fava beans in association for a grain harvest in organic farming	en	5	5	2	4	16	20	1	1	5	1	8	10	0	1	1	0	2	2				2.0	3	2	5	12.0	15	adaptations;association;impact	47	
67e41aae0d15cf76679d589c	State of play on lighting in buildings	en	5	5	3	5	18	22	1	1	4	1	7	9	2	1	5	1	9	11		animal	cows;dairy	2.0	3	2	3	10.0	12	conditions	54	
67bf107afc604b380dbad739	Direct seeding under permanent vegetal cover.	en	5	5	3	1	14	18	1	1	5	1	8	10	0	1	1	0	2	2				2.0	3	2	5	12.0	15	direct;permanent	45	
67e124d30eaf15c54c2e5051	Pasture management and introduction of grain mixtures	en	5	5	4	3	17	21	1	1	5	1	8	10	0	3	5	0	8	10	pasture		dairy;pasture;soil	2.0	3	3	5	13.0	16	grain;production	57	
672a482d3bfac87abd6a93fa	Video : réparer la terre - une agriculture de régénaration	en	1	5	5	5	16	20	5	1	5	2	13	16	0	1	3	0	4	5			crop	2.0	3	0	1	6.0	8		49	
67bc78367e17de31ed863d16	The Various Applications of Potato Cultivation	en	1	5	5	3	14	18	3	1	5	1	10	12	0	1	5	0	6	8			crop;soil	0.0	3	0	4	7.0	9	rotation;techniques	47	
68b02e8d818735b7dadf2708	Recupero antiche varietà di olivo in Emilia-Romagna	it	5	5	4	5	19	24	1	1	5	1	8	10	0	1	1	0	2	2				2.0	3	3	5	13.0	16	biodiversità;dieta;extravergine;genotipi;locali;mediterranea;olio;olivicoltura	52	Detected non-EN metadata language: it
6879f4e17515ec9f32050d2e	Studi È stato verificato il grado di fattibilità economica e di scalabilità del progetto. In secondo luogo si è predisposta una valutazione più ampia della…	it	5	5	4	4	18	22	3	1	5	3	12	15	2	1	1	1	5	6		crops		2.5	4	2	5	13.5	17	biochar;degli;del;delle;di;economica;esternalità;farine;fattibilità;impianti;localizzazione;per;pirogassificazione;positive;processo;progetto;proteiche;ramaglie;scalabilità;scarti;sostenibilità;sperimentati;trattamento;valorizzazione;zootecnico	60	Detected non-EN metadata language: it
6870f629df79b57710cff4c9	Sviluppo di nuovi prodotti lattiero-caseari ad alto contenuto nutrizionale con packaging innovativo.	it	5	5	4	4	18	22	5	1	5	3	14	18	2	1	1	1	5	6		cow;dairy		2.5	4	0	5	11.5	14	analisi;consumer;contenuto;del;di;filiera;goi;latte;lattierocaseari;mercato;nutrizionale;nutrizionali;packaging;peculiarità;prodotti;progettazione;sensoriale;test	60	Detected non-EN metadata language: it
6620cd7c0beeac6e7e385170	SOS Aquae: The role of conservation tillage and renewable fertilizer to enhance organic carbon and nitrogen in the soil	en	5	5	5	4	19	24	4	1	5	1	11	14	2	5	1	3	11	14	fertilizer;soil	crop;soil		2.0	3	2	1	8.0	10		62	
